req_id,title,design_refs,code_paths,tests,status,phase,last_verified
FR-109,Sessions be isolated per workspace; no cross-workspace read of any artifact,,frontend/src/api/client.ts,backend/tests/integration/test_postgres_migrations.py::test_clean_upgrade_and_cross_tenant_rls|backend/tests/unit/test_database.py::test_baseline_enables_and_forces_rls_with_fail_closed_setting|backend/tests/unit/test_database.py::test_create_database_uses_asyncpg_and_pool_settings|backend/tests/unit/test_database.py::test_session_sets_workspace_transaction_locally|backend/tests/unit/test_identity_models.py::test_membership_migration_forces_fail_closed_workspace_rls|backend/tests/unit/test_identity_models.py::test_users_have_external_identity_but_no_local_password_or_platform_role|backend/tests/unit/test_identity_models.py::test_workspace_role_vocabulary_is_exact_and_canonical|frontend/src/api/client.test.ts::28:2::preserves problem details without exposing an untyped response,planned,1,
FR-201,"Agents be declarative versioned records: identity, domain, objectives, constraints, knowledge namespaces, reasoning strategy, LLM config reference, tool permissions, budget",docs/ARCHITECTURE.md#6-reasoning-provenance-graph|docs/adr/ADR-003-temporal-durable-workflow.md#adr-003-temporal-for-durable-workflow,,backend/tests/integration/test_postgres_migrations.py::test_agent_registry_migration_schema_and_repository_round_trip,planned,4,
FR-202,An agent definition referenced by a session become immutable; changes create a new version,,,backend/tests/integration/test_postgres_migrations.py::test_agent_registry_migration_schema_and_repository_round_trip|backend/tests/unit/test_llm_application.py::test_registry_call_records_keep_insertion_order|backend/tests/unit/test_llm_application.py::test_registry_credential_envelope_round_trip_is_lossless|backend/tests/unit/test_llm_application.py::test_registry_definition_versioning_deprecates_the_previous_version|backend/tests/unit/test_llm_application.py::test_registry_definition_versioning_rejects_invalid_successors|backend/tests/unit/test_llm_application.py::test_runner_does_not_record_a_call_without_provider_response|backend/tests/unit/test_llm_application.py::test_runner_persists_normalized_cost_usage_and_trace,planned,2,
FR-203,Agents run as logical instances in a shared worker pool; one container per agent is forbidden,docs/AGENT_MODEL.md#1-what-an-agent-is|docs/PHASE6_ACCEPTANCE.md#3-requirement-disposition,backend/app/application/agent_dispatch.py,backend/tests/unit/test_agent_dispatch.py::test_dispatch_preserves_complete_provider_accounting_metadata|backend/tests/unit/test_agent_dispatch.py::test_empty_mixed_or_duplicate_batches_fail_before_runtime|backend/tests/unit/test_agent_dispatch.py::test_runtime_failure_cancels_other_workers_and_propagates|backend/tests/unit/test_agent_dispatch.py::test_shared_pool_is_bounded_and_returns_stable_pinned_order|backend/tests/unit/test_agent_dispatch.py::test_timeout_becomes_ordered_abstention_and_cancels_turn|backend/tests/unit/test_agent_dispatch.py::test_worker_limit_must_be_positive,partial,6,local-t6-06-2026-09-07
FR-204,"The platform ship the five policy-analysis agents: fiscal, macroeconomic, social policy, infrastructure, risk",docs/AGENT_MODEL.md#7-the-mvp-agent-set|docs/AGENT_PROTOCOLS.md#41-shipped-policy-expert-catalogue|docs/PHASE6_ACCEPTANCE.md#3-requirement-disposition,backend/app/application/policy_experts.py,backend/tests/contracts/test_policy_experts.py::test_all_five_experts_produce_schema_valid_deterministic_mock_output|backend/tests/unit/test_policy_experts.py::test_catalogue_has_five_distinct_deterministic_runnable_experts|backend/tests/unit/test_policy_experts.py::test_catalogue_ids_are_workspace_scoped_and_snapshot_is_exact|backend/tests/unit/test_policy_experts.py::test_packaged_prompts_are_utf8_digest_pinned_and_staged_exactly|backend/tests/unit/test_policy_experts.py::test_prompt_ref_defaults_to_the_activity_bucket|backend/tests/unit/test_policy_experts.py::test_prompt_staging_rejects_blank_bucket,implemented,6,local-2026-09-06
FR-205,A Critic role exist and be able to attack any artifact type,docs/AGENT_MODEL.md#4-the-critic|docs/PHASE7_ACCEPTANCE.md#21-taxonomy-and-targets|docs/REQUIREMENTS.md#2-agents,backend/app/application/critic.py|backend/app/application/critic_dispatch.py|backend/app/application/critique_commit.py,backend/tests/contracts/test_critic.py::test_shipped_critic_attacks_every_artifact_kind_through_real_activity|backend/tests/unit/test_critic.py::test_critic_definition_is_deterministic_distinct_and_adversarial|backend/tests/unit/test_critic.py::test_critic_prompt_is_utf8_lf_digest_pinned_and_staged_exactly|backend/tests/unit/test_critic.py::test_critic_prompt_ref_defaults_to_activity_bucket_and_blank_bucket_fails|backend/tests/unit/test_critic.py::test_critic_prompt_staging_rejects_storage_digest_corruption|backend/tests/unit/test_critic.py::test_critic_snapshot_is_exact_and_rejects_non_critic_definition|backend/tests/unit/test_critic_dispatch.py::test_assignment_pin_mismatch_and_input_shape_fail_before_dispatch|backend/tests/unit/test_critic_dispatch.py::test_dispatch_is_budgeted_ordered_and_records_only_completed_empty_turn|backend/tests/unit/test_critic_dispatch.py::test_inactivity_is_not_emitted_before_threshold_or_repeated_after_it|backend/tests/unit/test_critic_dispatch.py::test_invalid_peer_bundle_leaves_no_partial_inactivity_event|backend/tests/unit/test_critic_dispatch.py::test_non_critic_phase_role_or_visibility_fails_before_budget_and_runtime|backend/tests/unit/test_critic_dispatch.py::test_timeout_is_abstention_not_critic_inactivity|backend/tests/unit/test_critique_commit.py::test_domain_expert_peer_may_commit_assigned_visible_attack_in_critique_phase|backend/tests/unit/test_critique_commit.py::test_fr205_commits_attack_against_every_artifact_kind|backend/tests/unit/test_critique_commit.py::test_generic_committer_cannot_bypass_critic_authority|backend/tests/unit/test_critique_commit.py::test_generic_committer_requires_assignment_even_for_valid_critic_turn|backend/tests/unit/test_critique_commit.py::test_hidden_target_assignment_leaves_no_partial_write|backend/tests/unit/test_critique_commit.py::test_wrong_phase_or_role_fails_before_turn_lock|backend/tests/unit/test_critique_round.py::test_all_dispatch_outputs_validate_before_first_commit_side_effect|backend/tests/unit/test_critique_round.py::test_all_peer_outputs_validate_before_any_critique_commit|backend/tests/unit/test_critique_round.py::test_all_response_outputs_validate_before_first_response_commit|backend/tests/unit/test_critique_round.py::test_deprecated_unsupported_claim_alias_fails_before_critique_commit|backend/tests/unit/test_critique_round.py::test_duplicate_response_outputs_fail_before_first_response_commit|backend/tests/unit/test_critique_round.py::test_exact_duplicate_peer_attacks_fail_before_any_critique_commit|backend/tests/unit/test_critique_round.py::test_handoff_contract_requires_explicit_empty_reason_and_stable_unique_heads|backend/tests/unit/test_critique_round.py::test_handoff_entry_preserves_resolved_disputed_and_unresolved_response_metadata|backend/tests/unit/test_critique_round.py::test_metadata_free_deterministic_response_output_is_preserved|backend/tests/unit/test_critique_round.py::test_round_batch_rejects_invalid_global_pins_before_service_invocation|backend/tests/unit/test_critique_round.py::test_round_dispatches_and_commits_all_phases_in_deterministic_order|backend/tests/unit/test_critique_round.py::test_timeouts_in_each_phase_append_ordered_abstention_events|backend/tests/unit/test_critique_round.py::test_unsupported_claim_is_reported_as_evidence_gap_not_deprecated_alias,implemented,7,local-t7-04-2026-09-07
FR-206,An Orchestrator LLM be able to propose routing and next actions and mutate platform state directly,docs/AGENT_PROTOCOLS.md#31-orchestrator-proposal-policy|docs/PHASE6_ACCEPTANCE.md#1-boundary|docs/adr/ADR-013-coordinator-vs-orchestrator-authority.md#adr-013-coordinator-holds-authority-the-orchestrator-only-proposes,backend/app/application/orchestrator_policy.py|backend/app/domain/orchestrator_proposal.py,backend/tests/unit/test_orchestrator_policy.py::test_accepts_eligible_route_and_records_policy_attribution_without_applying_it|backend/tests/unit/test_orchestrator_policy.py::test_accepts_every_immediate_phase_advance|backend/tests/unit/test_orchestrator_policy.py::test_accepts_proposal_only_decomposition_without_replacing_t6_02|backend/tests/unit/test_orchestrator_policy.py::test_contract_is_frozen_strict_and_has_no_mutation_authority|backend/tests/unit/test_orchestrator_policy.py::test_exact_replay_returns_stable_decision_and_single_append_only_event|backend/tests/unit/test_orchestrator_policy.py::test_rejects_every_orchestrator_supplied_identity_mismatch|backend/tests/unit/test_orchestrator_policy.py::test_rejects_pin_phase_route_and_order_violations_with_exactly_one_event,implemented,6,local-t6-07-2026-09-07
FR-207,The Workflow Coordinator own all state transitions deterministically,,frontend/src/api/client.ts,backend/tests/contracts/test_workflow_engine.py::test_commands_are_validated_and_closed_adapter_fails_loudly|backend/tests/contracts/test_workflow_engine.py::test_inmemory_adapter_satisfies_workflow_engine_contract|backend/tests/contracts/test_workflow_engine.py::test_workflow_input_is_strict_versioned_json|backend/tests/integration/test_temporal_workflow.py::test_production_bootstrap_runs_activity_with_stable_id_and_waits_durably|backend/tests/integration/test_temporal_workflow.py::test_temporal_adapter_satisfies_workflow_engine_contract|backend/tests/unit/test_session_bootstrap_workflow.py::test_activity_decodes_strict_transition_and_delegates_io|backend/tests/unit/test_session_bootstrap_workflow.py::test_bootstrap_retry_exhaustion_commits_structured_dead_letter|backend/tests/unit/test_session_bootstrap_workflow.py::test_control_retry_exhaustion_commits_structured_dead_letter|backend/tests/unit/test_session_bootstrap_workflow.py::test_workflow_deduplicates_controls_and_discards_stale_commands|backend/tests/unit/test_session_bootstrap_workflow.py::test_workflow_definition_prepares_in_temporal_sandbox|backend/tests/unit/test_session_bootstrap_workflow.py::test_workflow_module_has_no_nondeterministic_io_or_identity_generation|backend/tests/unit/test_session_bootstrap_workflow.py::test_workflow_reuses_input_event_identity_and_enters_durable_wait|backend/tests/unit/test_session_control.py::test_control_ids_are_stable_and_content_scoped|backend/tests/unit/test_session_control.py::test_control_transitions_follow_lifecycle_graph|backend/tests/unit/test_session_control.py::test_directives_are_strict_and_require_matching_command_kind|backend/tests/unit/test_session_control.py::test_illegal_control_and_terminal_replay_are_rejected|backend/tests/unit/test_session_control.py::test_request_validation_uses_postgres_projection_state|backend/tests/unit/test_session_control.py::test_signal_delivery_and_activity_retry_commit_once|backend/tests/unit/test_session_lifecycle.py::test_inmemory_transition_is_atomic_and_exact_event_retry_is_idempotent|backend/tests/unit/test_session_lifecycle.py::test_retry_after_attachment_rollback_reattaches_original_run_and_input|backend/tests/unit/test_session_lifecycle.py::test_transition_graph_allows_only_single_round_advance_into_running|backend/tests/unit/test_session_lifecycle.py::test_transition_graph_rejects_skips_and_terminal_restarts|backend/tests/unit/test_temporal_workflow.py::test_describe_maps_transport_state_without_session_semantics|backend/tests/unit/test_temporal_workflow.py::test_health_reflects_service_and_adapter_lifecycle|backend/tests/unit/test_temporal_workflow.py::test_raw_rpc_errors_never_escape|backend/tests/unit/test_temporal_workflow.py::test_raw_runtime_errors_never_escape|backend/tests/unit/test_temporal_workflow.py::test_signal_sends_single_versioned_envelope_with_rpc_timeout|backend/tests/unit/test_temporal_workflow.py::test_start_pins_duplicate_policies_and_normalizes_duplicate|frontend/src/api/client.test.ts::110:2::starts a session without synthesizing a request body,planned,4,
FR-208,Agents communicate with each other except through the coordinator,docs/AGENT_PROTOCOLS.md#1-the-one-rule|docs/PHASE6_ACCEPTANCE.md#2-executable-contract-choices,backend/app/application/agent_dispatch.py,backend/tests/contracts/test_agent_runtime.py::test_deterministic_strategy_and_runtime_preserve_typed_turn_identity|backend/tests/unit/test_agent_dispatch.py::test_dispatch_preserves_complete_provider_accounting_metadata|backend/tests/unit/test_agent_dispatch.py::test_empty_mixed_or_duplicate_batches_fail_before_runtime|backend/tests/unit/test_agent_dispatch.py::test_round_one_inputs_remain_sealed_and_expose_no_peer_channel|backend/tests/unit/test_agent_dispatch.py::test_runtime_failure_cancels_other_workers_and_propagates|backend/tests/unit/test_agent_dispatch.py::test_timeout_becomes_ordered_abstention_and_cancels_turn|backend/tests/unit/test_agent_dispatch.py::test_worker_limit_must_be_positive|backend/tests/unit/test_critic_dispatch.py::test_assignment_pin_mismatch_and_input_shape_fail_before_dispatch|backend/tests/unit/test_critic_dispatch.py::test_dispatch_is_budgeted_ordered_and_records_only_completed_empty_turn|backend/tests/unit/test_critic_dispatch.py::test_inactivity_is_not_emitted_before_threshold_or_repeated_after_it|backend/tests/unit/test_critic_dispatch.py::test_invalid_peer_bundle_leaves_no_partial_inactivity_event|backend/tests/unit/test_critic_dispatch.py::test_non_critic_phase_role_or_visibility_fails_before_budget_and_runtime|backend/tests/unit/test_critic_dispatch.py::test_timeout_is_abstention_not_critic_inactivity,implemented,6,local-t6-06-2026-09-07
FR-209,Initial assessments be produced without cross-agent context,docs/AGENT_PROTOCOLS.md#4-sealed-assessment|docs/PHASE6_ACCEPTANCE.md#2-executable-contract-choices,backend/app/application/agent_dispatch.py|backend/app/application/reasoning_context.py|backend/app/domain/agent_activity.py|backend/app/ports/agent_runtime.py,backend/tests/unit/test_agent_dispatch.py::test_dispatch_preserves_complete_provider_accounting_metadata|backend/tests/unit/test_agent_dispatch.py::test_empty_mixed_or_duplicate_batches_fail_before_runtime|backend/tests/unit/test_agent_dispatch.py::test_round_one_inputs_remain_sealed_and_expose_no_peer_channel|backend/tests/unit/test_agent_dispatch.py::test_runtime_failure_cancels_other_workers_and_propagates|backend/tests/unit/test_agent_dispatch.py::test_timeout_becomes_ordered_abstention_and_cancels_turn|backend/tests/unit/test_agent_dispatch.py::test_worker_limit_must_be_positive|backend/tests/unit/test_agent_runtime.py::test_activity_strategy_adapts_context_without_mutation_or_peer_channel|backend/tests/unit/test_agent_runtime.py::test_activity_strategy_propagates_artifact_and_zero_hit_retrieval_snapshots|backend/tests/unit/test_agent_runtime.py::test_context_is_strict_versioned_frozen_and_seals_round_one|backend/tests/unit/test_agent_runtime.py::test_position_accepts_exact_cited_or_no_evidence_states|backend/tests/unit/test_agent_runtime.py::test_position_evidence_disposition_fails_closed|backend/tests/unit/test_agent_runtime.py::test_registry_and_runtime_reject_ambiguous_or_wrong_strategy_results|backend/tests/unit/test_agent_runtime.py::test_runtime_resolves_exact_strategy_and_conforms_to_ports|backend/tests/unit/test_reasoning_context.py::test_allows_absent_retrieval_when_definition_has_no_namespaces|backend/tests/unit/test_reasoning_context.py::test_assembles_pins_artifacts_and_explicit_zero_match_retrieval|backend/tests/unit/test_reasoning_context.py::test_injected_definition_is_visible_only_from_its_effective_round|backend/tests/unit/test_reasoning_context.py::test_rejects_cross_tenant_unpinned_version_and_unrunnable_definition|backend/tests/unit/test_reasoning_context.py::test_rejects_duplicate_visible_artifacts_before_any_artifact_read|backend/tests/unit/test_reasoning_context.py::test_rejects_missing_inactive_future_or_cross_session_visible_artifact|backend/tests/unit/test_reasoning_context.py::test_rejects_missing_inactive_wrong_type_or_cross_session_objective|backend/tests/unit/test_reasoning_context.py::test_rejects_missing_retrieval_when_definition_pins_namespaces|backend/tests/unit/test_reasoning_context.py::test_rejects_retrieval_results_inconsistent_with_authorized_request|backend/tests/unit/test_reasoning_context.py::test_rejects_round_one_visible_artifact_before_any_artifact_read|backend/tests/unit/test_reasoning_context.py::test_rejects_wrong_retrieval_principal_subject_trace_or_namespace|backend/tests/unit/test_reasoning_context.py::test_retrieval_failure_propagates_instead_of_becoming_empty_context,implemented,6,local-t6-06-2026-09-07
FR-210,"Every agent output carry agent id, definition version, model, prompt version, round and timestamp",docs/AGENT_MODEL.md#6-versioning-and-reproducibility|docs/PHASE6_ACCEPTANCE.md#2-executable-contract-choices,backend/app/application/proposal_commit.py|backend/app/domain/agent_activity.py,backend/tests/contracts/test_agent_proposal_commit.py::test_sqlalchemy_adapters_expose_agent_proposal_atomicity_contract|backend/tests/contracts/test_agent_runtime.py::test_deterministic_strategy_and_runtime_preserve_typed_turn_identity|backend/tests/integration/test_reasoning_persistence.py::test_agent_proposal_commit_is_atomic_and_fabricated_reference_writes_nothing|backend/tests/integration/test_reasoning_persistence.py::test_api_idempotency_is_durable_and_forced_rls_isolated|backend/tests/integration/test_reasoning_persistence.py::test_committed_transition_wakes_sse_but_replays_from_postgres_ledger|backend/tests/integration/test_reasoning_persistence.py::test_concurrent_ledger_appends_are_gapless_and_chain_verifies|backend/tests/integration/test_reasoning_persistence.py::test_forced_rls_isolates_every_phase_3_table|backend/tests/integration/test_reasoning_persistence.py::test_forced_rls_isolates_graph_tables|backend/tests/integration/test_reasoning_persistence.py::test_forced_rls_isolates_ledger_tables|backend/tests/integration/test_reasoning_persistence.py::test_graph_deferred_tenant_kind_and_endpoint_validation|backend/tests/integration/test_reasoning_persistence.py::test_graph_endpoint_function_matches_the_closed_phase_3_matrix|backend/tests/integration/test_reasoning_persistence.py::test_graph_store_keeps_artifact_projection_writes_atomic|backend/tests/integration/test_reasoning_persistence.py::test_graph_uniqueness_and_self_loop_constraints|backend/tests/integration/test_reasoning_persistence.py::test_jsonb_payload_decimal_and_envelope_validation|backend/tests/integration/test_reasoning_persistence.py::test_ledger_append_retry_read_verify_and_rollback|backend/tests/integration/test_reasoning_persistence.py::test_ledger_detects_tampering_and_database_rejects_mutation|backend/tests/integration/test_reasoning_persistence.py::test_lifecycle_transition_and_ledger_append_are_atomic_idempotent_and_rls_safe|backend/tests/integration/test_reasoning_persistence.py::test_membership_history_and_durable_usage_are_tenant_safe_and_append_only|backend/tests/integration/test_reasoning_persistence.py::test_phase3_database_schema_matches_documented_manifest|backend/tests/integration/test_reasoning_persistence.py::test_reasoning_revision_downgrades_reupgrades_and_has_no_drift|backend/tests/integration/test_reasoning_persistence.py::test_subgraph_radius_two_reaches_neighbors_of_neighbors_only|backend/tests/integration/test_reasoning_persistence.py::test_tenant_session_foreign_keys_revision_chain_and_references|backend/tests/integration/test_reasoning_persistence.py::test_trace_backward_and_forward_survive_a_supersedes_cycle_without_duplicates|backend/tests/integration/test_reasoning_persistence.py::test_trace_backward_depth_zero_returns_only_the_root_with_no_edges|backend/tests/integration/test_reasoning_persistence.py::test_trace_backward_truncates_before_reaching_the_full_cycle|backend/tests/integration/test_reasoning_persistence.py::test_trace_forward_filters_by_edge_type|backend/tests/integration/test_reasoning_persistence.py::test_trace_forward_paginates_deterministically_and_binds_cursor_to_query|backend/tests/integration/test_reasoning_persistence.py::test_traversal_stays_within_workspace_and_session_boundaries|backend/tests/unit/test_coordinator_policy.py::test_twenty_agents_stay_bounded_and_commit_full_attribution_in_pinned_order|backend/tests/unit/test_llm_application.py::test_registry_call_records_keep_insertion_order|backend/tests/unit/test_llm_application.py::test_registry_credential_envelope_round_trip_is_lossless|backend/tests/unit/test_llm_application.py::test_registry_definition_versioning_deprecates_the_previous_version|backend/tests/unit/test_llm_application.py::test_registry_definition_versioning_rejects_invalid_successors|backend/tests/unit/test_llm_application.py::test_runner_does_not_record_a_call_without_provider_response|backend/tests/unit/test_llm_application.py::test_runner_persists_normalized_cost_usage_and_trace|backend/tests/unit/test_proposal_commit.py::test_caller_transaction_can_roll_back_all_writes_after_injected_mid_bundle_failure|backend/tests/unit/test_proposal_commit.py::test_changed_or_incomplete_prior_turn_commit_fails_closed|backend/tests/unit/test_proposal_commit.py::test_commits_stable_artifact_graph_and_ledger_order_with_full_attribution|backend/tests/unit/test_proposal_commit.py::test_exact_retry_returns_prior_complete_commit_without_duplicate_writes|backend/tests/unit/test_proposal_commit.py::test_existing_but_hidden_reference_fails_before_any_artifact_read_or_write|backend/tests/unit/test_proposal_commit.py::test_fabricated_wrong_kind_inactive_or_future_citation_fails_before_any_write|backend/tests/unit/test_proposal_commit.py::test_no_evidence_position_is_explicit_and_commits_without_fake_uuid|backend/tests/unit/test_proposal_commit.py::test_turn_command_and_retry_stable_identity_fail_closed,implemented,6,local-2026-09-06
FR-211,Agent count scale to at least 20 logical agents per session within budget limits,docs/PHASE6_ACCEPTANCE.md#3-requirement-disposition|docs/adr/ADR-005-logical-agent-worker-pool.md#adr-005-logical-agent-pool-with-a-fixed-worker-fleet,,backend/tests/unit/test_coordinator_policy.py::test_durable_token_aggregate_rejects_non_integer_adapter_values|backend/tests/unit/test_coordinator_policy.py::test_membership_rejects_bad_timing_inactive_and_duplicate_logical_agent|backend/tests/unit/test_coordinator_policy.py::test_persisted_agent_budget_requires_exact_integer_tokens|backend/tests/unit/test_coordinator_policy.py::test_postgres_numeric_token_aggregates_cross_the_strict_domain_boundary|backend/tests/unit/test_coordinator_policy.py::test_twenty_agents_stay_bounded_and_commit_full_attribution_in_pinned_order,planned,6,
FR-301,"Reasoning be typed artifacts: Claim, Fact, Assumption, Inference, Proposition, Evidence, Uncertainty, Risk, Impact, Objective, Constraint, Alternative, Position, Critique",docs/REQUIREMENTS.md#3-structured-reasoning-artifacts|docs/STRUCTURED_REASONING.md#3-fact-claim-assumption-inference-opinion-hypothesis,backend/app/api/phase3_contracts.py|backend/app/domain/reasoning.py,backend/tests/unit/test_reasoning.py::test_accepts_each_uncertainty_representation|backend/tests/unit/test_reasoning.py::test_artifact_and_uncertainty_unions_expose_discriminators|backend/tests/unit/test_reasoning.py::test_bounded_decimal_fields_reject_invalid_values|backend/tests/unit/test_reasoning.py::test_canonical_json_uses_utf16_order_and_stable_hash|backend/tests/unit/test_reasoning.py::test_consensus_gate_rejects_ambiguous_propositions|backend/tests/unit/test_reasoning.py::test_consensus_gate_returns_non_ambiguous_proposition|backend/tests/unit/test_reasoning.py::test_constructs_every_artifact_kind|backend/tests/unit/test_reasoning.py::test_discriminator_selects_variant_and_valid_revision|backend/tests/unit/test_reasoning.py::test_immutable_content_changes_hash_but_row_identity_does_not|backend/tests/unit/test_reasoning.py::test_lifecycle_fields_do_not_change_content_identity|backend/tests/unit/test_reasoning.py::test_models_are_frozen_closed_and_decimal_strings_normalize|backend/tests/unit/test_reasoning.py::test_negative_zero_decimal_is_canonicalized|backend/tests/unit/test_reasoning.py::test_open_json_values_are_deeply_immutable|backend/tests/unit/test_reasoning.py::test_proposition_normalization_status_is_closed|backend/tests/unit/test_reasoning.py::test_rejects_invalid_envelope_combinations|backend/tests/unit/test_reasoning.py::test_rejects_kind_payload_mismatch_and_tampered_hash|backend/tests/unit/test_reasoning.py::test_source_references_are_closed_complete_and_timezone_aware|backend/tests/unit/test_reasoning.py::test_uncertainty_representation_is_discriminated,implemented,3,local-2026-09-05
FR-302,Every artifact be versioned; revision create a new version linked by SUPERSEDES,docs/DATA_MODEL.md#6-reasoning-artifacts|docs/REQUIREMENTS.md#3-structured-reasoning-artifacts,backend/app/application/artifact_commit.py|backend/app/db/reasoning_artifacts.py,backend/tests/integration/test_reasoning_persistence.py::test_api_idempotency_is_durable_and_forced_rls_isolated|backend/tests/integration/test_reasoning_persistence.py::test_artifact_commit_service_is_atomic_and_preserves_additive_lifecycle|backend/tests/integration/test_reasoning_persistence.py::test_committed_transition_wakes_sse_but_replays_from_postgres_ledger|backend/tests/integration/test_reasoning_persistence.py::test_concurrent_ledger_appends_are_gapless_and_chain_verifies|backend/tests/integration/test_reasoning_persistence.py::test_forced_rls_isolates_every_phase_3_table|backend/tests/integration/test_reasoning_persistence.py::test_forced_rls_isolates_graph_tables|backend/tests/integration/test_reasoning_persistence.py::test_forced_rls_isolates_ledger_tables|backend/tests/integration/test_reasoning_persistence.py::test_graph_deferred_tenant_kind_and_endpoint_validation|backend/tests/integration/test_reasoning_persistence.py::test_graph_endpoint_function_matches_the_closed_phase_3_matrix|backend/tests/integration/test_reasoning_persistence.py::test_graph_store_keeps_artifact_projection_writes_atomic|backend/tests/integration/test_reasoning_persistence.py::test_graph_uniqueness_and_self_loop_constraints|backend/tests/integration/test_reasoning_persistence.py::test_jsonb_payload_decimal_and_envelope_validation|backend/tests/integration/test_reasoning_persistence.py::test_ledger_append_retry_read_verify_and_rollback|backend/tests/integration/test_reasoning_persistence.py::test_ledger_detects_tampering_and_database_rejects_mutation|backend/tests/integration/test_reasoning_persistence.py::test_lifecycle_transition_and_ledger_append_are_atomic_idempotent_and_rls_safe|backend/tests/integration/test_reasoning_persistence.py::test_membership_history_and_durable_usage_are_tenant_safe_and_append_only|backend/tests/integration/test_reasoning_persistence.py::test_phase3_database_schema_matches_documented_manifest|backend/tests/integration/test_reasoning_persistence.py::test_reasoning_revision_downgrades_reupgrades_and_has_no_drift|backend/tests/integration/test_reasoning_persistence.py::test_subgraph_radius_two_reaches_neighbors_of_neighbors_only|backend/tests/integration/test_reasoning_persistence.py::test_tenant_session_foreign_keys_revision_chain_and_references|backend/tests/integration/test_reasoning_persistence.py::test_trace_backward_and_forward_survive_a_supersedes_cycle_without_duplicates|backend/tests/integration/test_reasoning_persistence.py::test_trace_backward_depth_zero_returns_only_the_root_with_no_edges|backend/tests/integration/test_reasoning_persistence.py::test_trace_backward_truncates_before_reaching_the_full_cycle|backend/tests/integration/test_reasoning_persistence.py::test_trace_forward_filters_by_edge_type|backend/tests/integration/test_reasoning_persistence.py::test_trace_forward_paginates_deterministically_and_binds_cursor_to_query|backend/tests/integration/test_reasoning_persistence.py::test_traversal_stays_within_workspace_and_session_boundaries|backend/tests/property/test_phase3_properties.py::test_fr302_property_every_revision_preserves_logical_identity|backend/tests/unit/test_artifact_commit.py::test_commit_projects_declared_parent_relationships|backend/tests/unit/test_artifact_commit.py::test_commit_writes_typed_row_node_and_id_only_event|backend/tests/unit/test_artifact_commit.py::test_revision_rejects_conflicting_preconditions|backend/tests/unit/test_artifact_commit.py::test_revision_supersedes_previous_and_projects_forward_to_predecessor,implemented,3,local-2026-09-05
